Mindat_id,Deposit_type,age_category,litho_class,Latitude,Longitude,age_midpoint_ma,lithology_status,macro_latitude,macro_longitude,macro_litho_raw,macro_litho_class,api_status,n_minerals_total,n_minerals_mapped,n_families_primary,n_families_copper,pct_mapped,age_status,continent_approx_original
195124.0,VMS,Paleozoic,other,31.868106326343,-8.1770946993493,350.0,other,31.868106326343,-8.1770946993493,sedimentary rocks; sedimentary,other,ok,29,29,7,17,100.0,resolved,Africa
195133.0,Porphyry,Cenozoic,volcanic,54.9463888889,-126.156666667,51.0,resolved,54.9463888889,-126.156666667,volcanic rocks; quartz dioritic intrusive rocks; granodiorite,volcanic,ok,18,18,6,14,100.0,resolved,North_America
195134.0,Porphyry,Cenozoic,volcanic,55.1944444444,-126.315277778,50.0,resolved,55.1944444444,-126.315277778,"volcanic: bimodal rocks (mafic and alkaline mafic); volcanic rocks; argillite, greywacke, wacke, conglomerate turbidites; shale; ash",volcanic,ok,24,24,6,15,100.0,resolved,North_America
195346.0,VMS,Precambrian,mafic,54.702085362391,-101.71880722046,1800.0,resolved,54.702085362391,-101.71880722046,29a gabbro; gabbro; volcanic: undivided volcanic rocks; volcanic rocks,mafic,ok,7,7,3,6,100.0,resolved,North_America
195350.0,VMS,Mesozoic,volcanic,40.75,40.25,80.0,resolved,40.75,40.25,sedimentary and volcanic rocks,volcanic,ok,13,13,4,10,100.0,resolved,Europe
195374.0,VMS,Precambrian,volcanic,51.1111111111,-92.6722222222,2740.0,resolved,51.1111111111,-92.6722222222,tonalite to granodiorite-foliated to massive; volcanic: interlayered sedimentary and volcanic rocks; intermediate volcanic rocks,volcanic,ok,12,12,5,11,100.0,resolved,North_America
195392.0,Porphyry,Unknown,other,-13.766666,-75.716666,,other,-13.766666,-75.716666,intrusive igneous rocks,other,ok,18,18,5,14,100.0,unknown,South_America
195437.0,VMS,Precambrian,mafic,54.854261111111,-100.493675,1800.0,resolved,54.854261111111,-100.493675,gabbro; mafic; volcanic: undivided volcanic rocks; volcanic rocks,mafic,ok,6,6,3,5,100.0,resolved,North_America
195439.0,VMS,Precambrian,mafic,54.8594181364,-99.9136161804,1520.5,resolved,54.8594181364,-99.9136161804,mafic metavolcanics; mafic; sedimentary rocks; volcanic: undivided volcanic rocks,mafic,ok,3,3,2,3,100.0,resolved,North_America
195445.0,VMS,Precambrian,volcanic,54.7775,-101.8825,1800.0,resolved,54.7775,-101.8825,volcanic: undivided volcanic rocks; volcanic rocks,volcanic,ok,9,9,4,8,100.0,resolved,North_America
195447.0,VMS,Precambrian,volcanic,54.702555555556,-101.67497222222,1800.0,resolved,54.702555555556,-101.67497222222,volcanic: undivided volcanic rocks; volcanic rocks; mafic metavolcanics; mafic,volcanic,ok,6,6,4,6,100.0,resolved,North_America
195451.0,VMS,Precambrian,volcanic,54.726944444444,-101.83222222222,1800.0,resolved,54.726944444444,-101.83222222222,volcanic: undivided volcanic rocks; volcanic rocks; mafic metavolcanics; mafic,volcanic,ok,3,3,1,3,100.0,resolved,North_America
195453.0,VMS,Precambrian,volcanic,54.676944444444,-102.02861111111,1800.0,resolved,54.676944444444,-102.02861111111,basic to intermediate volcanic; volcanic rocks; plutonic: undivided granitic rocks,volcanic,ok,5,5,2,4,100.0,resolved,North_America
195454.0,VMS,Mesozoic,unknown,0.0,0.0,80.0,unknown,0.0,0.0,,unknown,ok,4,4,3,4,100.0,resolved,Africa
195460.0,VMS,Mesozoic,volcanic,41.1269,41.126,80.0,resolved,41.1269,41.126,sedimentary and volcanic rocks,volcanic,ok,18,18,6,15,100.0,resolved,Europe
195554.0,VMS,Paleozoic,volcanic,37.709724,-6.8515252527005,340.0,resolved,37.709724,-6.8515252527005,"volcanics and volcaniclastic rocks; volcanic; sedimentary rocks; Major:{meta-sandstone}, Minor{shale/slate,meta-limestone,greenschist}",volcanic,ok,6,6,3,6,100.0,resolved,Europe
195671.0,Porphyry,Mesozoic,volcanic,57.125,-131.45,207.5,resolved,57.125,-131.45,volcanic rocks; marine sedimentary and volcanic rocks; volcanic; volcanic: undivided volcanic rocks,volcanic,ok,33,33,7,21,100.0,resolved,North_America
195712.0,VMS,Mesozoic,felsic,60.121,-152.954,190.0,resolved,60.121,-152.954,"dacite, latite, andesite, rhyolite and related pyroclastic rocks; sedimentary rocks; Igneous; monzonite",felsic,ok,13,13,6,13,100.0,resolved,North_America
195732.0,IOCG,Unknown,unknown,0.0,0.0,,unknown,0.0,0.0,,unknown,ok,15,15,7,13,100.0,unknown,Africa
195768.0,IOCG,Unknown,siliciclastic,-29.7194444444,135.583333333,,resolved,-29.7194444444,135.583333333,"sandstone; shale; sandstone,shale,siltstone,limestone; sedimentary; metamorphic",siliciclastic,ok,21,21,8,15,100.0,unknown,Oceania
195846.0,Porphyry,Cenozoic,felsic,-20.175,-69.0833333333,31.0,resolved,-20.175,-69.0833333333,intermediate-felsic volcanic rocks,felsic,ok,11,11,5,10,100.0,resolved,South_America
196016.0,Porphyry,Cenozoic,other,-19.8097222222,-69.2805555556,58.0,other,-19.8097222222,-69.2805555556,sedimentary rocks,other,ok,13,13,5,11,100.0,resolved,South_America
196312.0,VMS,Paleozoic,metamorphic,67.1738888889,-156.386944444,360.0,resolved,67.1738888889,-156.386944444,"sedimentary rocks; Metamorphic; rhyolite; sedimentary; sandstone, siltstone, shale, limestone or metamorphosed equivalent",metamorphic,ok,13,13,5,11,100.0,resolved,North_America
196390.0,Porphyry,Mesozoic,felsic,62.1052777778,-141.215833333,111.0,resolved,62.1052777778,-141.215833333,"Igneous; diorite; volcanic: undivided volcanic rocks; monzonite, quartz monzonite, granodiorite, diorite, tonalite, granitoid rocks; volcanic rocks",felsic,ok,7,7,3,7,100.0,resolved,North_America
196445.0,Porphyry,Cenozoic,volcanic,56.5116666667,-158.384722222,3.6,resolved,56.5116666667,-158.384722222,sedimentary rocks; Unconsolidated; volcanic; sedimentary,volcanic,ok,15,15,6,14,100.0,resolved,North_America
196547.0,Sediment-Hosted,Unknown,siliciclastic,63.2127777778,-149.650833333,,resolved,63.2127777778,-149.650833333,"volcanic: interlayered sedimentary and volcanic rocks; Sedimentary; sandstone; sedimentary rocks; redbeds, quartz arenite, arkose, conglomerate, evaporites",siliciclastic,ok,9,9,4,8,100.0,unknown,North_America
196592.0,Sediment-Hosted,Unknown,mafic,61.515,-142.836944444,,resolved,61.515,-142.836944444,"sedimentary; mafic volcanic rocks; basalt, olivine basalt, tholeiite, alkali basalt, basanite, pillow basalt, flood basalt or metamorphosed equivalent",mafic,ok,20,20,4,10,100.0,unknown,North_America
196596.0,Porphyry,Unknown,felsic,62.1977777778,-142.702777778,,resolved,62.1977777778,-142.702777778,"mafic volcanic rocks; Igneous; granodiorite; monzonite, quartz monzonite, granodiorite, diorite, tonalite, granitoid rocks",felsic,ok,10,10,5,10,100.0,unknown,North_America
196701.0,Sediment-Hosted,Unknown,siliciclastic,63.2227777778,-149.638888889,,resolved,63.2227777778,-149.638888889,"Sedimentary; sandstone; volcanic: interlayered sedimentary and volcanic rocks; sedimentary rocks; redbeds, quartz arenite, arkose, conglomerate, evaporites",siliciclastic,ok,4,4,3,3,100.0,unknown,North_America
197027.0,VMS,Cenozoic,mafic,60.3522222222,-147.65,60.0,resolved,60.3522222222,-147.65,"ophiolite complex; mafic volcanic rocks; basalt; Igneous; basalt; shale, chert, iron-formation, greywacke, turbidite, argillaceous limestone, matrix-supported conglomerate",mafic,ok,9,9,2,7,100.0,resolved,North_America
197159.0,VMS,Paleozoic,metamorphic,63.2683333333,-144.265,390.0,resolved,63.2683333333,-144.265,"sedimentary rocks; Metamorphic; dacite; sandstone, siltstone, shale, limestone or metamorphosed equivalent; volcanic: interlayered sedimentary and volcanic rocks",metamorphic,ok,12,12,7,11,100.0,resolved,North_America
198217.0,VMS,Paleozoic,metamorphic,67.1247222222,-155.956944444,371.0,resolved,67.1247222222,-155.956944444,"sedimentary rocks; sedimentary; Metamorphic; schist; sandstone, siltstone, shale, limestone or metamorphosed equivalent",metamorphic,ok,8,8,3,7,100.0,resolved,North_America
198360.0,Porphyry,Cenozoic,felsic,60.36,-154.32,59.5,resolved,60.36,-154.32,"sedimentary rocks; dacite, latite, andesite, rhyolite and related pyroclastic rocks; plutonic: undivided granitic rocks; Igneous; mafic; volcanic",felsic,ok,11,11,4,9,100.0,resolved,North_America
198517.0,Sediment-Hosted,Unknown,siliciclastic,63.2077777778,-149.652777778,,resolved,63.2077777778,-149.652777778,"volcanic: interlayered sedimentary and volcanic rocks; Sedimentary; sandstone; sedimentary rocks; redbeds, quartz arenite, arkose, conglomerate, evaporites",siliciclastic,ok,6,6,3,6,100.0,unknown,North_America
198681.0,Sediment-Hosted,Unknown,mafic,63.2258333333,-149.623888889,,resolved,63.2258333333,-149.623888889,"pyroxenite, peridotite, dunite, harzburgite, wherlite, gabbro; Sedimentary; basalt; volcanic: interlayered sedimentary and volcanic rocks; sedimentary rocks",mafic,ok,3,3,3,3,100.0,unknown,North_America
198741.0,Porphyry,Cenozoic,metamorphic,59.0194444444,-137.083333333,34.05,resolved,59.0194444444,-137.083333333,Metamorphic; conglomerate; sedimentary rocks; sedimentary,metamorphic,ok,11,11,5,10,100.0,resolved,North_America
199212.0,Porphyry,Unknown,metamorphic,58.99,-136.102777778,,resolved,58.99,-136.102777778,Metamorphic; schist; sedimentary,metamorphic,ok,15,15,6,12,100.0,unknown,North_America
199265.0,Porphyry,Mesozoic,felsic,62.2038888889,-142.844722222,105.0,resolved,62.2038888889,-142.844722222,"mafic volcanic rocks; monzonite, quartz monzonite, granodiorite, diorite, tonalite, granitoid rocks; Igneous; granodiorite; plutonic: undivided granitic rocks",felsic,ok,12,12,5,10,100.0,resolved,North_America
199343.0,Porphyry,Mesozoic,mafic,59.8969444444,-155.294722222,88.0,resolved,59.8969444444,-155.294722222,Unconsolidated; ash; volcanic: mafic rocks; mafic volcanic rocks,mafic,ok,21,21,7,17,100.0,resolved,North_America
199407.0,Sediment-Hosted,Unknown,carbonate,65.1769444444,-141.052777778,,resolved,65.1769444444,-141.052777778,"siltstone,shale,carbonate; sedimentary; quartzite and quartz-rich sandstone; Sedimentary; limestone",carbonate,ok,4,4,2,4,100.0,unknown,North_America
199526.0,Porphyry,Cenozoic,felsic,55.6297222222,-160.67,6.4,resolved,55.6297222222,-160.67,Igneous; diorite; sedimentary rocks; volcanic: mafic rocks,felsic,ok,17,17,5,14,100.0,resolved,North_America
199695.0,Sediment-Hosted,Unknown,volcanic,63.2397222222,-149.61,,resolved,63.2397222222,-149.61,Unconsolidated; ash; volcanic: interlayered sedimentary and volcanic rocks; sedimentary and/or volcanic rock: undivided; sedimentary rocks,volcanic,ok,7,7,3,6,100.0,unknown,North_America
199759.0,Porphyry,Cenozoic,mafic,64.1333333333,-157.05,40.0,resolved,64.1333333333,-157.05,"Igneous; basalt; mafic volcanic rocks; volcanic: mafic rocks; basalt, olivine basalt, tholeiite, alkali basalt, basanite, pillow basalt, flood basalt or metamorphosed equivalent",mafic,ok,24,24,6,16,100.0,resolved,North_America
199951.0,Sediment-Hosted,Unknown,volcanic,63.1638888889,-149.785833333,,resolved,63.1638888889,-149.785833333,"volcanic: interlayered sedimentary and volcanic rocks; Sedimentary; basalt; sedimentary rocks; redbeds, quartz arenite, arkose, conglomerate, evaporites",volcanic,ok,3,3,2,3,100.0,unknown,North_America
200220.0,VMS,Paleozoic,metamorphic,67.0702777778,-155.042777778,371.0,resolved,67.0702777778,-155.042777778,"sedimentary; sandstone, siltstone, shale, limestone or metamorphosed equivalent; Metamorphic; schist; sedimentary rocks",metamorphic,ok,15,15,5,11,100.0,resolved,North_America
200298.0,Porphyry,Mesozoic,felsic,63.5208333333,-141.323611111,68.5,resolved,63.5208333333,-141.323611111,"Unconsolidated; sedimentary rocks; volcanic: felsic rocks; schist, gneiss, migmatite, diatexite, tectonite, mylonite, granulite",felsic,ok,25,25,8,18,100.0,resolved,North_America
203361.0,VMS,Unknown,mafic,35.041434061824,33.107964992523,,resolved,35.041434061824,33.107964992523,"ophiolite complex; mafic volcanic rocks; Major:{basalt group}, Minor{basalt tuffite,basalt agglomerate}",mafic,ok,6,6,3,6,100.0,unknown,Europe
203368.0,VMS,Mesozoic,mafic,34.976388888889,33.346388888889,100.0,resolved,34.976388888889,33.346388888889,"ophiolite complex; mafic volcanic rocks; Major:{basalt group}, Minor{basalt tuffite,basalt agglomerate}",mafic,ok,4,4,3,4,100.0,resolved,Africa
203397.0,Porphyry,Paleozoic,mafic,-33.4666666667,149.0,440.0,resolved,-33.4666666667,149.0,sedimentary rocks; limestone; ash; igneous mafic volcanic; basalt,mafic,ok,23,23,6,15,100.0,resolved,Oceania
203635.0,Porphyry,Unknown,unknown,0.0,0.0,,unknown,0.0,0.0,,unknown,ok,116,116,10,30,100.0,unknown,Africa
203657.0,IOCG,Unknown,unknown,0.0,0.0,,unknown,0.0,0.0,,unknown,ok,6,6,4,5,100.0,unknown,Africa
203668.0,VMS,Precambrian,felsic,48.5341666667,-81.5608333333,2707.0,resolved,48.5341666667,-81.5608333333,"volcanic: felsic rocks; rhyolitic, rhyodacitic flows, tuffs and breccias; intrusive igneous rocks",felsic,ok,7,7,2,6,100.0,resolved,North_America
203671.0,VMS,Unknown,mafic,48.5911111111,-81.605,,resolved,48.5911111111,-81.605,"mafic-ultramafic volcanic rocks; tholeiite; plutonic: mafic rocks; basaltic and andesitic flows, tuffs and breccias, chert, iron formation, minor metasedimentary and intrusive rocks, related migmatites",mafic,ok,6,6,2,5,100.0,unknown,North_America
203679.0,Porphyry,Mesozoic,volcanic,56.4675,-130.268888889,193.5,resolved,56.4675,-130.268888889,marine sedimentary and volcanic rocks; felsic; volcanic: undivided volcanic rocks; volcanic rocks,volcanic,ok,14,14,6,12,100.0,resolved,North_America
203680.0,Porphyry,Mesozoic,volcanic,56.5,-130.266666667,193.5,resolved,56.5,-130.266666667,marine sedimentary and volcanic rocks; felsic; volcanic: undivided volcanic rocks; volcanic rocks,volcanic,ok,26,26,7,19,100.0,resolved,North_America
203681.0,Porphyry,Mesozoic,volcanic,56.6666666667,-131.1,195.0,resolved,56.6666666667,-131.1,volcanic rocks; volcanic: undivided volcanic rocks; marine sedimentary and volcanic rocks; felsic,volcanic,ok,13,13,4,10,100.0,resolved,North_America
203737.0,Porphyry,Cenozoic,other,-5.9666666,150.38333,24.0,other,-5.9666666,150.38333,intrusive igneous rocks,other,ok,23,23,6,17,100.0,resolved,Oceania
203740.0,Porphyry,Cenozoic,other,-5.1666666,151.71666,25.0,other,-5.1666666,151.71666,intrusive igneous rocks,other,ok,17,17,5,14,100.0,resolved,Oceania
203795.0,Sediment-Hosted,Precambrian,carbonate,-32.5255555556,138.485833333,630.0,resolved,-32.5255555556,138.485833333,"dolomite; sedimentary; metamorphic; sandstone,shale,limestone,siltstone,tillite,dolomite",carbonate,ok,28,28,7,15,100.0,resolved,Oceania
204066.0,VMS,Paleozoic,other,38.234867,-8.4652,356.35,other,38.234867,-8.4652,sand; sedimentary rocks,other,ok,26,26,7,17,100.0,resolved,Europe
204443.0,VMS,Paleozoic,volcanic,37.775328150648,-6.8592882195662,329.0,resolved,37.775328150648,-6.8592882195662,"volcanics and volcaniclastic rocks; volcanic; Major:{meta-sandstone}, Minor{shale/slate,meta-limestone,greenschist}; orthogneiss/paragneiss/metavolcanic gneiss",volcanic,ok,6,6,2,6,100.0,resolved,Europe
204650.0,Porphyry,Paleozoic,mafic,54.936212607143,61.234102249146,342.0,resolved,54.936212607143,61.234102249146,"Major:{carbonates}, Minor{sandstone,schist group,basalt group}; sedimentary rocks",mafic,ok,9,9,3,7,100.0,resolved,Asia
204651.0,Porphyry,Paleozoic,mafic,54.9963888889,61.0880555556,347.0,resolved,54.9963888889,61.0880555556,"Major:{carbonates}, Minor{schist group,basalt group,tuff group}; intrusive igneous rocks",mafic,ok,22,22,5,15,100.0,resolved,Asia
204813.0,Sediment-Hosted,Paleozoic,metamorphic,51.215080401552,15.733901222229,260.0,resolved,51.215080401552,15.733901222229,granitoid gneiss; orthogneiss,metamorphic,ok,35,35,7,17,100.0,resolved,Europe
204926.0,VMS,Paleozoic,unknown,0.0,0.0,340.0,unknown,0.0,0.0,,unknown,ok,4,4,3,4,100.0,resolved,Africa
204927.0,VMS,Paleozoic,unknown,0.0,0.0,340.0,unknown,0.0,0.0,,unknown,ok,10,10,3,7,100.0,resolved,Africa
204930.0,VMS,Paleozoic,volcanic,37.799351372967,-6.966848151502,320.0,resolved,37.799351372967,-6.966848151502,"orthogneiss/paragneiss/metavolcanic gneiss; Major:{meta-rhyolite}, Minor{meta-basalt group,shale/slate,quartzite}; metamorphic; volcanics and volcaniclastic rocks; volcanic",volcanic,ok,20,20,6,11,100.0,resolved,Europe
204941.0,VMS,Paleozoic,unknown,0.0,0.0,320.0,unknown,0.0,0.0,,unknown,ok,7,7,3,6,100.0,resolved,Africa
204949.0,VMS,Paleozoic,carbonate,37.77543,-8.649542,340.0,resolved,37.77543,-8.649542,"Major:{meta-sandstone}, Minor{shale/slate,meta-limestone}; sedimentary rocks",carbonate,ok,10,10,5,10,100.0,resolved,Europe
205026.0,Porphyry,Cenozoic,volcanic,38.701,46.705,14.15,resolved,38.701,46.705,volcanic; basalt; mafic-felsic mixed volcanic rocks,volcanic,ok,35,35,7,21,100.0,resolved,Europe
205327.0,IOCG,Unknown,felsic,67.4957308,23.9213719,,resolved,67.4957308,23.9213719,"intrusive igneous rocks; Major:{granodiorite-diorite group}, Minor{granite,syenite-monzonite group,meta-granodiorite-diorite group}; tonalite, granite, diorite, granodiorite, monzonite, migmatite",felsic,ok,10,10,4,9,100.0,unknown,Europe
205328.0,IOCG,Unknown,mafic,67.556883240796,23.979828357697,,resolved,67.556883240796,23.979828357697,"quartzite, conglomerate, grit, tillite; minor arkose, mica schist, diabase, metabasalt, tuffite, gneiss, marble; Major:{quartzite}, Minor{mica schist,gneiss,siliclastics, consolidated}; metamorphic; mafic volcanic rocks",mafic,ok,9,9,5,7,100.0,unknown,Europe
205423.0,VMS,Unknown,other,45.7666666667,135.966666667,,other,45.7666666667,135.966666667,sedimentary rocks,other,ok,6,6,3,5,100.0,unknown,Asia
205449.0,Porphyry,Precambrian,metamorphic,-14.229609307099,-49.372732004979,726.0,resolved,-14.229609307099,-49.372732004979,"chlorite schist, Ultramafito, quartz schist; medium-high grade unclassified metamorphic rock",metamorphic,ok,25,25,5,15,100.0,resolved,South_America
205483.0,VMS,Precambrian,volcanic,48.3552777778,-79.1175,2698.0,resolved,48.3552777778,-79.1175,intermediate volcanic rocks; volcanic: undivided volcanic rocks,volcanic,ok,30,30,6,14,100.0,resolved,North_America
205615.0,VMS,Cenozoic,volcanic,37.3880555556,139.441666667,14.15,resolved,37.3880555556,139.441666667,sedimentary and volcanic rocks,volcanic,ok,10,10,3,9,100.0,resolved,Asia
205740.0,Porphyry,Cenozoic,metamorphic,53.9166666667,157.383333333,14.15,resolved,53.9166666667,157.383333333,crystalline metamorphic rocks,metamorphic,ok,7,7,3,6,100.0,resolved,Asia
205741.0,Porphyry,Paleozoic,unknown,0.0,0.0,372.0,unknown,0.0,0.0,,unknown,ok,8,8,2,7,100.0,resolved,Africa
205742.0,Porphyry,Paleozoic,siliciclastic,67.8666666667,66.3333333333,315.0,resolved,67.8666666667,66.3333333333,"sandstone, siltstone, shale; marine fossils; ; orthogneiss/paragneiss; limestone",siliciclastic,ok,12,12,4,9,100.0,resolved,Asia
205743.0,Porphyry,Paleozoic,mafic,54.9611111111,61.1255555556,342.0,resolved,54.9611111111,61.1255555556,"Major:{carbonates}, Minor{sandstone,schist group,basalt group}; intrusive igneous rocks",mafic,ok,9,9,3,7,100.0,resolved,Asia
205745.0,Porphyry,Unknown,other,52.9333333333,96.7833333333,,other,52.9333333333,96.7833333333,intrusive igneous rocks,other,ok,8,8,3,7,100.0,unknown,Asia
205747.0,Porphyry,Unknown,volcanic,29.88,55.8994444444,,resolved,29.88,55.8994444444,volcanic; mafic-felsic mixed volcanic rocks,volcanic,ok,27,27,6,18,100.0,unknown,Other
205749.0,Porphyry,Cenozoic,mafic,30.4205555556,55.1672222222,11.0,resolved,30.4205555556,55.1672222222,basalt; mafic-felsic mixed volcanic rocks,mafic,ok,26,26,6,19,100.0,resolved,Other
205750.0,Porphyry,Cenozoic,carbonate,28.9,57.2333333333,12.0,resolved,28.9,57.2333333333,"limestone; deformed sedimentary, metamorphic, and igneous rocks",carbonate,ok,11,11,4,8,100.0,resolved,Other
205756.0,Porphyry,Paleozoic,other,48.7083333333,98.3416666667,252.5,other,48.7083333333,98.3416666667,intrusive igneous rocks,other,ok,8,8,3,8,100.0,resolved,Asia
205760.0,Porphyry,Mesozoic,felsic,46.6833333333,104.883333333,222.0,resolved,46.6833333333,104.883333333,intermediate-felsic volcanic rocks,felsic,ok,28,28,7,18,100.0,resolved,Asia
205761.0,Porphyry,Paleozoic,other,44.0,106.166666667,330.0,other,44.0,106.166666667,sedimentary rocks,other,ok,23,23,5,19,100.0,resolved,Asia
205763.0,Porphyry,Paleozoic,other,48.7166666667,98.3416666667,275.0,other,48.7166666667,98.3416666667,intrusive igneous rocks,other,ok,6,6,3,6,100.0,resolved,Asia
205764.0,Porphyry,Precambrian,metamorphic,-12.6072222222,27.8819444444,1964.0,resolved,-12.6072222222,27.8819444444,sedimentary rocks; plutonic and metamorphic,metamorphic,ok,10,10,3,8,100.0,resolved,Africa
205766.0,Porphyry,Cenozoic,mafic,-3.15833333333,119.483333333,10.6,resolved,-3.15833333333,119.483333333,mafic-intermediate volcanic rocks,mafic,ok,13,13,5,11,100.0,resolved,Oceania
205767.0,Porphyry,Cenozoic,mafic,0.951944444444,121.770555556,8.75,resolved,0.951944444444,121.770555556,mafic-intermediate volcanic rocks,mafic,ok,26,26,7,19,100.0,resolved,Asia
205768.0,Porphyry,Cenozoic,mafic,0.345277777778,123.402222222,3.0,resolved,0.345277777778,123.402222222,mafic-intermediate volcanic rocks,mafic,ok,27,27,6,18,100.0,resolved,Asia
205769.0,Porphyry,Cenozoic,mafic,0.516666666667,123.216666667,3.75,resolved,0.516666666667,123.216666667,mafic-intermediate volcanic rocks,mafic,ok,21,21,5,16,100.0,resolved,Asia
205772.0,Porphyry,Cenozoic,other,-0.611666666667,128.091666667,3.95,other,-0.611666666667,128.091666667,sedimentary rocks,other,ok,3,3,2,3,100.0,resolved,Oceania
205773.0,Porphyry,Unknown,mafic,-0.516666666667,127.583333333,,resolved,-0.516666666667,127.583333333,mafic-intermediate volcanic rocks,mafic,ok,14,14,5,10,100.0,unknown,Oceania
205784.0,Porphyry,Cenozoic,other,-7.22,106.56,3.1,other,-7.22,106.56,sedimentary rocks,other,ok,3,3,1,3,100.0,resolved,Oceania
205785.0,Porphyry,Unknown,mafic,-1.7,101.25,,resolved,-1.7,101.25,mafic volcanic rocks,mafic,ok,3,3,2,3,100.0,unknown,Oceania
205792.0,Porphyry,Cenozoic,metamorphic,5.03333333333,95.95,11.0,resolved,5.03333333333,95.95,crystalline metamorphic rocks,metamorphic,ok,15,15,4,11,100.0,resolved,Asia
205795.0,Porphyry,Mesozoic,felsic,42.3422222222,26.2958333333,81.0,resolved,42.3422222222,26.2958333333,"Major:{sandstone}, Minor{tuff group,andesite,tephrite group}; sedimentary rocks",felsic,ok,18,18,7,13,100.0,resolved,Europe
205796.0,Porphyry,Mesozoic,felsic,42.35097,24.213907,128.135,resolved,42.35097,24.213907,"Major:{granodiorite}, Minor{diorite,monzodiorite,gabbro group}; crystalline metamorphic rocks",felsic,ok,29,29,7,21,100.0,resolved,Europe
205797.0,Porphyry,Mesozoic,siliciclastic,42.3552777778,24.3391666667,90.0,resolved,42.3552777778,24.3391666667,"Major:{conglomerate}, Minor{sandstone,claystone,sand}; sedimentary rocks",siliciclastic,ok,23,23,7,18,100.0,resolved,Europe
205798.0,Porphyry,Mesozoic,metamorphic,41.9741666667,27.5344444444,80.5,resolved,41.9741666667,27.5344444444,"Major:{marble}, Minor{quartzite,mica schist,greenschist}; metamorphic; crystalline metamorphic rocks",metamorphic,ok,24,24,8,19,100.0,resolved,Europe
205799.0,Porphyry,Mesozoic,felsic,42.4833333333,23.4166666667,76.0,resolved,42.4833333333,23.4166666667,"Major:{granodiorite}, Minor{diorite,monzodiorite,gabbro group}; crystalline metamorphic rocks",felsic,ok,13,13,5,11,100.0,resolved,Europe
205844.0,Porphyry,Precambrian,other,-17.5333333333,-51.6,771.0,other,-17.5333333333,-51.6,"sand, clay, gravel; sedimentary rocks",other,ok,13,13,4,10,100.0,resolved,South_America
205845.0,Porphyry,Paleozoic,siliciclastic,-37.5736111111,148.008611111,407.0,resolved,-37.5736111111,148.008611111,sandstone; sedimentary; metamorphic; sedimentary rocks,siliciclastic,ok,3,3,2,3,100.0,resolved,Oceania
205846.0,Porphyry,Paleozoic,volcanic,-37.6113888889,142.6075,515.0,resolved,-37.6113888889,142.6075,regolith; sedimentary rocks; volcanic; tuff,volcanic,ok,10,10,3,9,100.0,resolved,Oceania
205847.0,Porphyry,Paleozoic,felsic,-32.7183333333,140.208888889,440.0,resolved,-32.7183333333,140.208888889,"igneous felsic intrusive; granite; granodiorite; sandstone,shale,limestone,siltstone,tillite,dolomite",felsic,ok,22,22,6,14,100.0,resolved,Oceania
205849.0,Porphyry,Precambrian,mafic,-20.890332290252,120.10404179858,3234.0,resolved,-20.890332290252,120.10404179858,granite; mafic-ultramafic volcanic rocks; igneous mafic volcanic; basalt,mafic,ok,19,19,6,12,100.0,resolved,Oceania
205854.0,Porphyry,Cenozoic,carbonate,45.9833333333,23.0333333333,10.0,resolved,45.9833333333,23.0333333333,"mudstone-carbonate-sandstone-conglomerate; Major:{andesite}, Minor{rhyolite,rhyodacite}",carbonate,ok,35,35,7,22,100.0,resolved,Europe
205857.0,Porphyry,Cenozoic,other,-28.6333333333,-69.8833333333,33.5,other,-28.6333333333,-69.8833333333,intrusive igneous rocks,other,ok,21,21,7,14,100.0,resolved,South_America
205858.0,Porphyry,Cenozoic,other,-22.9666666667,-69.0583333333,41.55,other,-22.9666666667,-69.0583333333,sedimentary rocks,other,ok,18,18,6,12,100.0,resolved,South_America
205859.0,Porphyry,Cenozoic,other,-27.7833333333,-69.2333333333,13.89,other,-27.7833333333,-69.2333333333,intrusive igneous rocks,other,ok,17,17,5,14,100.0,resolved,South_America
205860.0,Porphyry,Cenozoic,other,-22.975463130546,-69.061440941728,44.3,other,-22.975463130546,-69.061440941728,sedimentary rocks,other,ok,7,7,4,7,100.0,resolved,South_America
205861.0,Porphyry,Cenozoic,other,-21.9538888889,-68.7355555556,33.2,other,-21.9538888889,-68.7355555556,sedimentary rocks,other,ok,6,6,4,6,100.0,resolved,South_America
205862.0,Porphyry,Cenozoic,other,-20.9016666667,-68.8852777778,35.0,other,-20.9016666667,-68.8852777778,sedimentary rocks,other,ok,21,21,6,13,100.0,resolved,South_America
205864.0,Porphyry,Cenozoic,other,-22.9877777778,-69.0763888889,36.69,other,-22.9877777778,-69.0763888889,sedimentary rocks,other,ok,7,7,3,6,100.0,resolved,South_America
205923.0,Porphyry,Cenozoic,other,-27.2666666667,-66.65,8.5,other,-27.2666666667,-66.65,sedimentary rocks,other,ok,9,9,5,9,100.0,resolved,South_America
205926.0,Porphyry,Cenozoic,other,-27.4,-66.55,7.1,other,-27.4,-66.55,sedimentary rocks,other,ok,10,10,5,8,100.0,resolved,South_America
205927.0,Porphyry,Cenozoic,other,-27.2833333333,-66.5666666667,7.9,other,-27.2833333333,-66.5666666667,sedimentary rocks,other,ok,17,17,6,12,100.0,resolved,South_America
205928.0,Porphyry,Cenozoic,other,-26.3,-67.9,14.15,other,-26.3,-67.9,sedimentary rocks,other,ok,5,5,3,4,100.0,resolved,South_America
